MERCADO,CATEGORIA,MARCA,VARIABLES,RY 2023,RY 2024
T. COSTA RICA AUTOSERVICIOS,DENTIFRICOS,COLGATE,Vtas Unds,"18,870,907","18,974,438"
T. COSTA RICA AUTOSERVICIOS,DENTIFRICOS,CONTROLLED LABEL,Vtas Unds,"436,591","624,276"
T. COSTA RICA AUTOSERVICIOS,DENTIFRICOS,CREST,Vtas Unds,"305,015","356,632"
T. COSTA RICA AUTOSERVICIOS,DENTIFRICOS,ORAL-B,Vtas Unds,"3,199,119","2,509,195"
T. COSTA RICA AUTOSERVICIOS,DENTIFRICOS,SENSODYNE,Vtas Unds,"210,306","244,908"
T. COSTA RICA AUTOSERVICIOS,DENTIFRICOS,DENTIFRICOS,Part. de Vtas Valor - CATEGORIA,100.0%,100.0%
T. COSTA RICA AUTOSERVICIOS,DENTIFRICOS,COLGATE,Part. de Vtas Valor - CATEGORIA,82.2%,82.2%
T. COSTA RICA AUTOSERVICIOS,DENTIFRICOS,CONTROLLED LABEL,Part. de Vtas Valor - CATEGORIA,1.2%,1.7%
T. COSTA RICA AUTOSERVICIOS,DENTIFRICOS,CREST,Part. de Vtas Valor - CATEGORIA,1.5%,1.8%
T. COSTA RICA AUTOSERVICIOS,DENTIFRICOS,ORAL-B,Part. de Vtas Valor - CATEGORIA,11.7%,10.7%
T. COSTA RICA AUTOSERVICIOS,DENTIFRICOS,SENSODYNE,Part. de Vtas Valor - CATEGORIA,2.4%,2.6%
T. COSTA RICA AUTOSERVICIOS,DENTIFRICOS,DENTIFRICOS,Part. de Vtas (MULTI) - CATEGORIA,100.0%,100.0%
T. COSTA RICA AUTOSERVICIOS,DENTIFRICOS,COLGATE,Part. de Vtas (MULTI) - CATEGORIA,80.5%,81.6%
T. COSTA RICA AUTOSERVICIOS,DENTIFRICOS,CONTROLLED LABEL,Part. de Vtas (MULTI) - CATEGORIA,2.5%,3.6%
T. COSTA RICA AUTOSERVICIOS,DENTIFRICOS,CREST,Part. de Vtas (MULTI) - CATEGORIA,1.9%,2.3%
T. COSTA RICA AUTOSERVICIOS,DENTIFRICOS,ORAL-B,Part. de Vtas (MULTI) - CATEGORIA,13.4%,11.0%
T. COSTA RICA AUTOSERVICIOS,DENTIFRICOS,SENSODYNE,Part. de Vtas (MULTI) - CATEGORIA,0.8%,0.9%
T. COSTA RICA AUTOSERVICIOS,DENTIFRICOS,DENTIFRICOS,Part. de Vtas Unds - CATEGORIA,100.0%,100.0%
T. COSTA RICA AUTOSERVICIOS,DENTIFRICOS,COLGATE,Part. de Vtas Unds - CATEGORIA,81.4%,83.1%
T. COSTA RICA AUTOSERVICIOS,DENTIFRICOS,CONTROLLED LABEL,Part. de Vtas Unds - CATEGORIA,1.9%,2.7%
T. COSTA RICA AUTOSERVICIOS,DENTIFRICOS,CREST,Part. de Vtas Unds - CATEGORIA,1.3%,1.6%
T. COSTA RICA AUTOSERVICIOS,DENTIFRICOS,ORAL-B,Part. de Vtas Unds - CATEGORIA,13.8%,11.0%
T. COSTA RICA AUTOSERVICIOS,DENTIFRICOS,SENSODYNE,Part. de Vtas Unds - CATEGORIA,0.9%,1.1%
T. COSTA RICA TRADICIONALES,DENTIFRICOS,DENTIFRICOS,Vtas Valor,"$4,402,979","$4,419,238"
T. COSTA RICA TRADICIONALES,DENTIFRICOS,CLOSE UP,Vtas Valor,"$92,018","$43,258"
T. COSTA RICA TRADICIONALES,DENTIFRICOS,COLGATE,Vtas Valor,"$4,197,953","$4,279,808"
T. COSTA RICA TRADICIONALES,DENTIFRICOS,CREST,Vtas Valor,"$22,219","$18,034"
T. COSTA RICA TRADICIONALES,DENTIFRICOS,O.MARCAS,Vtas Valor,"$1,748","$2,084"
T. COSTA RICA TRADICIONALES,DENTIFRICOS,ORAL-B,Vtas Valor,"$86,068","$73,280"
T. COSTA RICA TRADICIONALES,DENTIFRICOS,DENTIFRICOS,Vtas (MULTI),"157,565","141,255"
T. COSTA RICA TRADICIONALES,DENTIFRICOS,CLOSE UP,Vtas (MULTI),"3,540","1,521"
T. COSTA RICA TRADICIONALES,DENTIFRICOS,COLGATE,Vtas (MULTI),"148,976","136,331"
T. COSTA RICA TRADICIONALES,DENTIFRICOS,CREST,Vtas (MULTI),"1,047",741
T. COSTA RICA TRADICIONALES,DENTIFRICOS,O.MARCAS,Vtas (MULTI),234,316
T. COSTA RICA TRADICIONALES,DENTIFRICOS,ORAL-B,Vtas (MULTI),"3,590","2,244"
T. COSTA RICA TRADICIONALES,DENTIFRICOS,DENTIFRICOS,Vtas Unds,"2,062,640","1,887,537"
T. COSTA RICA TRADICIONALES,DENTIFRICOS,CLOSE UP,Vtas Unds,"33,141","13,971"
T. COSTA RICA TRADICIONALES,DENTIFRICOS,COLGATE,Vtas Unds,"1,976,817","1,838,343"
T. COSTA RICA TRADICIONALES,DENTIFRICOS,CREST,Vtas Unds,"6,545","6,054"
T. COSTA RICA TRADICIONALES,DENTIFRICOS,O.MARCAS,Vtas Unds,"1,463","1,191"
T. COSTA RICA TRADICIONALES,DENTIFRICOS,ORAL-B,Vtas Unds,"43,593","27,162"
T. COSTA RICA TRADICIONALES,DENTIFRICOS,DENTIFRICOS,Part. de Vtas Valor - CATEGORIA,100.0%,100.0%
T. COSTA RICA TRADICIONALES,DENTIFRICOS,CLOSE UP,Part. de Vtas Valor - CATEGORIA,2.1%,1.0%
T. COSTA RICA TRADICIONALES,DENTIFRICOS,COLGATE,Part. de Vtas Valor - CATEGORIA,95.3%,96.8%
T. COSTA RICA TRADICIONALES,DENTIFRICOS,CREST,Part. de Vtas Valor - CATEGORIA,0.5%,0.4%
T. COSTA RICA TRADICIONALES,DENTIFRICOS,O.MARCAS,Part. de Vtas Valor - CATEGORIA,0.0%,0.0%
T. COSTA RICA TRADICIONALES,DENTIFRICOS,ORAL-B,Part. de Vtas Valor - CATEGORIA,2.0%,1.7%
T. COSTA RICA TRADICIONALES,DENTIFRICOS,DENTIFRICOS,Part. de Vtas (MULTI) - CATEGORIA,100.0%,100.0%
T. COSTA RICA TRADICIONALES,DENTIFRICOS,CLOSE UP,Part. de Vtas (MULTI) - CATEGORIA,2.2%,1.1%
T. COSTA RICA TRADICIONALES,DENTIFRICOS,COLGATE,Part. de Vtas (MULTI) - CATEGORIA,94.5%,96.5%
T. COSTA RICA TRADICIONALES,DENTIFRICOS,CREST,Part. de Vtas (MULTI) - CATEGORIA,0.7%,0.5%
T. COSTA RICA TRADICIONALES,DENTIFRICOS,O.MARCAS,Part. de Vtas (MULTI) - CATEGORIA,0.1%,0.2%
T. COSTA RICA TRADICIONALES,DENTIFRICOS,ORAL-B,Part. de Vtas (MULTI) - CATEGORIA,2.3%,1.6%
T. COSTA RICA TRADICIONALES,DENTIFRICOS,DENTIFRICOS,Part. de Vtas Unds - CATEGORIA,100.0%,100.0%
T. COSTA RICA TRADICIONALES,DENTIFRICOS,CLOSE UP,Part. de Vtas Unds - CATEGORIA,1.6%,0.7%
T. COSTA RICA TRADICIONALES,DENTIFRICOS,COLGATE,Part. de Vtas Unds - CATEGORIA,95.8%,97.4%
T. COSTA RICA TRADICIONALES,DENTIFRICOS,CREST,Part. de Vtas Unds - CATEGORIA,0.3%,0.3%
T. COSTA RICA TRADICIONALES,DENTIFRICOS,O.MARCAS,Part. de Vtas Unds - CATEGORIA,0.1%,0.1%
T. COSTA RICA TRADICIONALES,DENTIFRICOS,ORAL-B,Part. de Vtas Unds - CATEGORIA,2.1%,1.4%
T. PANAMA,DENTIFRICOS,DENTIFRICOS,Vtas Valor,"$22,488,919","$22,266,654"
T. PANAMA,DENTIFRICOS,ARM & HAMMER,Vtas Valor,"$10,537","$31,213"
T. PANAMA,DENTIFRICOS,COLGATE,Vtas Valor,"$20,352,225","$19,955,743"
T. PANAMA,DENTIFRICOS,CREST,Vtas Valor,"$85,527","$283,397"
T. PANAMA,DENTIFRICOS,ORAL-B,Vtas Valor,"$1,754,699","$1,632,686"
T. PANAMA,DENTIFRICOS,SENSODYNE,Vtas Valor,"$207,506","$245,395"
T. PANAMA,DENTIFRICOS,DENTIFRICOS,Vtas (MULTI),"1,030,063","989,145"
T. PANAMA,DENTIFRICOS,ARM & HAMMER,Vtas (MULTI),389,"1,042"
T. PANAMA,DENTIFRICOS,COLGATE,Vtas (MULTI),"957,659","912,569"
T. PANAMA,DENTIFRICOS,CREST,Vtas (MULTI),"3,750","14,732"
T. PANAMA,DENTIFRICOS,ORAL-B,Vtas (MULTI),"64,423","55,376"
T. PANAMA,DENTIFRICOS,SENSODYNE,Vtas (MULTI),"2,717","3,051"
T. PANAMA,DENTIFRICOS,DENTIFRICOS,Vtas Unds,"9,467,513","9,572,009"
T. PANAMA,DENTIFRICOS,ARM & HAMMER,Vtas Unds,"3,156","8,487"
T. PANAMA,DENTIFRICOS,COLGATE,Vtas Unds,"8,689,216","8,711,714"
T. PANAMA,DENTIFRICOS,CREST,Vtas Unds,"30,990","191,138"
T. PANAMA,DENTIFRICOS,ORAL-B,Vtas Unds,"703,631","611,591"
T. PANAMA,DENTIFRICOS,SENSODYNE,Vtas Unds,"26,071","30,981"
T. PANAMA,DENTIFRICOS,DENTIFRICOS,Part. de Vtas Valor - CATEGORIA,100.0%,100.0%
T. PANAMA,DENTIFRICOS,ARM & HAMMER,Part. de Vtas Valor - CATEGORIA,0.0%,0.1%
T. PANAMA,DENTIFRICOS,COLGATE,Part. de Vtas Valor - CATEGORIA,90.5%,89.6%
T. PANAMA,DENTIFRICOS,CREST,Part. de Vtas Valor - CATEGORIA,0.4%,1.3%
T. PANAMA,DENTIFRICOS,ORAL-B,Part. de Vtas Valor - CATEGORIA,7.8%,7.3%
T. PANAMA,DENTIFRICOS,SENSODYNE,Part. de Vtas Valor - CATEGORIA,0.9%,1.1%
T. PANAMA,DENTIFRICOS,DENTIFRICOS,Part. de Vtas (MULTI) - CATEGORIA,100.0%,100.0%
T. PANAMA,DENTIFRICOS,ARM & HAMMER,Part. de Vtas (MULTI) - CATEGORIA,0.0%,0.1%
T. PANAMA,DENTIFRICOS,COLGATE,Part. de Vtas (MULTI) - CATEGORIA,93.0%,92.3%
T. PANAMA,DENTIFRICOS,CREST,Part. de Vtas (MULTI) - CATEGORIA,0.4%,1.5%
T. PANAMA,DENTIFRICOS,ORAL-B,Part. de Vtas (MULTI) - CATEGORIA,6.3%,5.6%
T. PANAMA,DENTIFRICOS,SENSODYNE,Part. de Vtas (MULTI) - CATEGORIA,0.3%,0.3%
T. PANAMA,DENTIFRICOS,DENTIFRICOS,Part. de Vtas Unds - CATEGORIA,100.0%,100.0%
T. PANAMA,DENTIFRICOS,ARM & HAMMER,Part. de Vtas Unds - CATEGORIA,0.0%,0.1%
T. PANAMA,DENTIFRICOS,COLGATE,Part. de Vtas Unds - CATEGORIA,91.8%,91.0%
T. PANAMA,DENTIFRICOS,CREST,Part. de Vtas Unds - CATEGORIA,0.3%,2.0%
T. PANAMA,DENTIFRICOS,ORAL-B,Part. de Vtas Unds - CATEGORIA,7.4%,6.4%
T. PANAMA,DENTIFRICOS,SENSODYNE,Part. de Vtas Unds - CATEGORIA,0.3%,0.3%
T. PANAMA AUTOSERVICIOS,DENTIFRICOS,DENTIFRICOS,Vtas Valor,"$18,483,050","$18,022,570"
T. PANAMA AUTOSERVICIOS,DENTIFRICOS,ARM & HAMMER,Vtas Valor,"$10,537","$31,213"
T. PANAMA AUTOSERVICIOS,DENTIFRICOS,COLGATE,Vtas Valor,"$16,526,708","$15,965,644"
T. PANAMA AUTOSERVICIOS,DENTIFRICOS,CREST,Vtas Valor,"$74,556","$146,867"
T. PANAMA AUTOSERVICIOS,DENTIFRICOS,ORAL-B,Vtas Valor,"$1,585,318","$1,515,231"
T. PANAMA AUTOSERVICIOS,DENTIFRICOS,SENSODYNE,Vtas Valor,"$207,506","$245,395"
T. PANAMA AUTOSERVICIOS,DENTIFRICOS,DENTIFRICOS,Vtas (MULTI),"816,227","768,666"
T. PANAMA AUTOSERVICIOS,DENTIFRICOS,ARM & HAMMER,Vtas (MULTI),389,"1,042"
T. PANAMA AUTOSERVICIOS,DENTIFRICOS,COLGATE,Vtas (MULTI),"751,818","703,591"
T. PANAMA AUTOSERVICIOS,DENTIFRICOS,CREST,Vtas (MULTI),"3,157","8,278"
T. PANAMA AUTOSERVICIOS,DENTIFRICOS,ORAL-B,Vtas (MULTI),"57,023","50,328"
T. PANAMA AUTOSERVICIOS,DENTIFRICOS,SENSODYNE,Vtas (MULTI),"2,717","3,051"
T. PANAMA AUTOSERVICIOS,DENTIFRICOS,DENTIFRICOS,Vtas Unds,"6,945,957","6,838,614"
T. PANAMA AUTOSERVICIOS,DENTIFRICOS,ARM & HAMMER,Vtas Unds,"3,156","8,487"
T. PANAMA AUTOSERVICIOS,DENTIFRICOS,COLGATE,Vtas Unds,"6,269,147","6,147,905"
T. PANAMA AUTOSERVICIOS,DENTIFRICOS,CREST,Vtas Unds,"23,523","84,291"
T. PANAMA AUTOSERVICIOS,DENTIFRICOS,ORAL-B,Vtas Unds,"609,611","548,852"
T. PANAMA AUTOSERVICIOS,DENTIFRICOS,SENSODYNE,Vtas Unds,"26,071","30,981"
T. PANAMA AUTOSERVICIOS,DENTIFRICOS,DENTIFRICOS,Part. de Vtas Valor - CATEGORIA,100.0%,100.0%
T. PANAMA AUTOSERVICIOS,DENTIFRICOS,ARM & HAMMER,Part. de Vtas Valor - CATEGORIA,0.1%,0.2%
T. PANAMA AUTOSERVICIOS,DENTIFRICOS,COLGATE,Part. de Vtas Valor - CATEGORIA,89.4%,88.6%
T. PANAMA AUTOSERVICIOS,DENTIFRICOS,CREST,Part. de Vtas Valor - CATEGORIA,0.4%,0.8%
T. PANAMA AUTOSERVICIOS,DENTIFRICOS,ORAL-B,Part. de Vtas Valor - CATEGORIA,8.6%,8.4%
T. PANAMA AUTOSERVICIOS,DENTIFRICOS,SENSODYNE,Part. de Vtas Valor - CATEGORIA,1.1%,1.4%
T. PANAMA AUTOSERVICIOS,DENTIFRICOS,DENTIFRICOS,Part. de Vtas (MULTI) - CATEGORIA,100.0%,100.0%
T. PANAMA AUTOSERVICIOS,DENTIFRICOS,ARM & HAMMER,Part. de Vtas (MULTI) - CATEGORIA,0.0%,0.1%
T. PANAMA AUTOSERVICIOS,DENTIFRICOS,COLGATE,Part. de Vtas (MULTI) - CATEGORIA,92.1%,91.5%
T. PANAMA AUTOSERVICIOS,DENTIFRICOS,CREST,Part. de Vtas (MULTI) - CATEGORIA,0.4%,1.1%
T. PANAMA AUTOSERVICIOS,DENTIFRICOS,ORAL-B,Part. de Vtas (MULTI) - CATEGORIA,7.0%,6.5%
T. PANAMA AUTOSERVICIOS,DENTIFRICOS,SENSODYNE,Part. de Vtas (MULTI) - CATEGORIA,0.3%,0.4%
T. PANAMA AUTOSERVICIOS,DENTIFRICOS,DENTIFRICOS,Part. de Vtas Unds - CATEGORIA,100.0%,100.0%
T. PANAMA AUTOSERVICIOS,DENTIFRICOS,ARM & HAMMER,Part. de Vtas Unds - CATEGORIA,0.0%,0.1%
T. PANAMA AUTOSERVICIOS,DENTIFRICOS,COLGATE,Part. de Vtas Unds - CATEGORIA,90.3%,89.9%
T. PANAMA AUTOSERVICIOS,DENTIFRICOS,CREST,Part. de Vtas Unds - CATEGORIA,0.3%,1.2%
T. PANAMA AUTOSERVICIOS,DENTIFRICOS,ORAL-B,Part. de Vtas Unds - CATEGORIA,8.8%,8.0%
T. PANAMA AUTOSERVICIOS,DENTIFRICOS,SENSODYNE,Part. de Vtas Unds - CATEGORIA,0.4%,0.5%
T. PANAMA TRADIC.,DENTIFRICOS,DENTIFRICOS,Vtas Valor,"$4,005,869","$4,244,084"
T. PANAMA TRADIC.,DENTIFRICOS,COLGATE,Vtas Valor,"$3,825,517","$3,990,099"
T. PANAMA TRADIC.,DENTIFRICOS,CREST,Vtas Valor,"$10,971","$136,530"
T. PANAMA TRADIC.,DENTIFRICOS,ORAL-B,Vtas Valor,"$169,381","$117,455"
T. PANAMA TRADIC.,DENTIFRICOS,DENTIFRICOS,Vtas (MULTI),"213,835","220,479"
T. PANAMA TRADIC.,DENTIFRICOS,COLGATE,Vtas (MULTI),"205,842","208,977"
T. PANAMA TRADIC.,DENTIFRICOS,CREST,Vtas (MULTI),594,"6,454"
T. PANAMA TRADIC.,DENTIFRICOS,ORAL-B,Vtas (MULTI),"7,400","5,048"
T. PANAMA TRADIC.,DENTIFRICOS,DENTIFRICOS,Vtas Unds,"2,521,556","2,733,395"
T. PANAMA TRADIC.,DENTIFRICOS,COLGATE,Vtas Unds,"2,420,069","2,563,809"
T. PANAMA TRADIC.,DENTIFRICOS,CREST,Vtas Unds,"7,467","106,847"
T. PANAMA TRADIC.,DENTIFRICOS,ORAL-B,Vtas Unds,"94,020","62,739"
T. PANAMA TRADIC.,DENTIFRICOS,DENTIFRICOS,Part. de Vtas Valor - CATEGORIA,100.0%,100.0%
T. PANAMA TRADIC.,DENTIFRICOS,COLGATE,Part. de Vtas Valor - CATEGORIA,95.5%,94.0%
T. PANAMA TRADIC.,DENTIFRICOS,CREST,Part. de Vtas Valor - CATEGORIA,0.3%,3.2%
T. PANAMA TRADIC.,DENTIFRICOS,ORAL-B,Part. de Vtas Valor - CATEGORIA,4.2%,2.8%
T. PANAMA TRADIC.,DENTIFRICOS,DENTIFRICOS,Part. de Vtas (MULTI) - CATEGORIA,100.0%,100.0%
T. PANAMA TRADIC.,DENTIFRICOS,COLGATE,Part. de Vtas (MULTI) - CATEGORIA,96.3%,94.8%
T. PANAMA TRADIC.,DENTIFRICOS,CREST,Part. de Vtas (MULTI) - CATEGORIA,0.3%,2.9%
T. PANAMA TRADIC.,DENTIFRICOS,ORAL-B,Part. de Vtas (MULTI) - CATEGORIA,3.5%,2.3%
T. PANAMA TRADIC.,DENTIFRICOS,DENTIFRICOS,Part. de Vtas Unds - CATEGORIA,100.0%,100.0%
T. PANAMA TRADIC.,DENTIFRICOS,COLGATE,Part. de Vtas Unds - CATEGORIA,96.0%,93.8%
T. PANAMA TRADIC.,DENTIFRICOS,CREST,Part. de Vtas Unds - CATEGORIA,0.3%,3.9%
T. PANAMA TRADIC.,DENTIFRICOS,ORAL-B,Part. de Vtas Unds - CATEGORIA,3.7%,2.3%
T. CAM,PANALES DESECHABLES,PANALES DESECHABLES,Vtas Valor,"$247,744,563","$263,771,318"
T. CAM,PANALES DESECHABLES,BABYSEC,Vtas Valor,"$16,666,309","$17,688,690"
T. CAM,PANALES DESECHABLES,CONTROLLED LABEL,Vtas Valor,"$36,344,733","$33,021,326"
T. CAM,PANALES DESECHABLES,HUGGIES,Vtas Valor,"$103,580,792","$105,431,769"
T. CAM,PANALES DESECHABLES,JUEGUITOS,Vtas Valor,"$12,681,641","$14,285,116"
T. CAM,PANALES DESECHABLES,PAMPERS,Vtas Valor,"$45,570,767","$50,539,742"
T. CAM,PANALES DESECHABLES,PANALES DESECHABLES,Vtas (MULTI),"1,178,492,672","1,219,024,380"
T. CAM,PANALES DESECHABLES,BABYSEC,Vtas (MULTI),"85,363,277","85,128,301"
T. CAM,PANALES DESECHABLES,CONTROLLED LABEL,Vtas (MULTI),"273,409,405","229,892,284"
T. CAM,PANALES DESECHABLES,HUGGIES,Vtas (MULTI),"406,272,171","418,637,217"
T. CAM,PANALES DESECHABLES,JUEGUITOS,Vtas (MULTI),"71,732,471","74,844,953"
T. CAM,PANALES DESECHABLES,PAMPERS,Vtas (MULTI),"142,478,601","141,854,089"
T. CAM,PANALES DESECHABLES,PANALES DESECHABLES,Vtas Unds,"66,961,566","60,125,079"
T. CAM,PANALES DESECHABLES,BABYSEC,Vtas Unds,"3,246,023","3,100,263"
T. CAM,PANALES DESECHABLES,CONTROLLED LABEL,Vtas Unds,"6,719,858","5,985,094"
T. CAM,PANALES DESECHABLES,HUGGIES,Vtas Unds,"47,081,713","39,407,563"
T. CAM,PANALES DESECHABLES,JUEGUITOS,Vtas Unds,"1,564,813","1,587,955"
T. CAM,PANALES DESECHABLES,PAMPERS,Vtas Unds,"2,403,626","2,352,541"
T. CAM,PANALES DESECHABLES,PANALES DESECHABLES,Part. de Vtas Valor - CATEGORIA,100.0%,100.0%
T. CAM,PANALES DESECHABLES,BABYSEC,Part. de Vtas Valor - CATEGORIA,6.7%,6.7%
T. CAM,PANALES DESECHABLES,CONTROLLED LABEL,Part. de Vtas Valor - CATEGORIA,14.7%,12.5%
T. CAM,PANALES DESECHABLES,HUGGIES,Part. de Vtas Valor - CATEGORIA,41.8%,40.0%
T. CAM,PANALES DESECHABLES,JUEGUITOS,Part. de Vtas Valor - CATEGORIA,5.1%,5.4%
T. CAM,PANALES DESECHABLES,PAMPERS,Part. de Vtas Valor - CATEGORIA,18.4%,19.2%
T. CAM,PANALES DESECHABLES,PANALES DESECHABLES,Part. de Vtas (MULTI) - CATEGORIA,100.0%,100.0%
T. CAM,PANALES DESECHABLES,BABYSEC,Part. de Vtas (MULTI) - CATEGORIA,7.2%,7.0%
T. CAM,PANALES DESECHABLES,CONTROLLED LABEL,Part. de Vtas (MULTI) - CATEGORIA,23.2%,18.9%
T. CAM,PANALES DESECHABLES,HUGGIES,Part. de Vtas (MULTI) - CATEGORIA,34.5%,34.3%
T. CAM,PANALES DESECHABLES,JUEGUITOS,Part. de Vtas (MULTI) - CATEGORIA,6.1%,6.1%
T. CAM,PANALES DESECHABLES,PAMPERS,Part. de Vtas (MULTI) - CATEGORIA,12.1%,11.6%
T. CAM,PANALES DESECHABLES,PANALES DESECHABLES,Part. de Vtas Unds - CATEGORIA,100.0%,100.0%
T. CAM,PANALES DESECHABLES,BABYSEC,Part. de Vtas Unds - CATEGORIA,4.8%,5.2%
T. CAM,PANALES DESECHABLES,CONTROLLED LABEL,Part. de Vtas Unds - CATEGORIA,10.0%,10.0%
T. CAM,PANALES DESECHABLES,HUGGIES,Part. de Vtas Unds - CATEGORIA,70.3%,65.5%
T. CAM,PANALES DESECHABLES,JUEGUITOS,Part. de Vtas Unds - CATEGORIA,2.3%,2.6%
T. CAM,PANALES DESECHABLES,PAMPERS,Part. de Vtas Unds - CATEGORIA,3.6%,3.9%
T. CAM AUTOSERVICIOS.,PANALES DESECHABLES,PANALES DESECHABLES,Vtas Valor,"$189,940,971","$199,179,600"
T. CAM AUTOSERVICIOS.,PANALES DESECHABLES,BABYSEC,Vtas Valor,"$7,887,843","$7,709,317"
T. CAM AUTOSERVICIOS.,PANALES DESECHABLES,CONTROLLED LABEL,Vtas Valor,"$34,824,404","$30,848,474"
T. CAM AUTOSERVICIOS.,PANALES DESECHABLES,HUGGIES,Vtas Valor,"$79,123,075","$81,813,236"
T. CAM AUTOSERVICIOS.,PANALES DESECHABLES,O.MARCAS,Vtas Valor,"$5,535,557","$6,891,785"
T. CAM AUTOSERVICIOS.,PANALES DESECHABLES,PAMPERS,Vtas Valor,"$44,606,890","$49,220,115"
T. CAM AUTOSERVICIOS.,PANALES DESECHABLES,PANALES DESECHABLES,Vtas (MULTI),"895,455,027","911,223,387"
T. CAM AUTOSERVICIOS.,PANALES DESECHABLES,BABYSEC,Vtas (MULTI),"41,622,595","39,005,294"
T. CAM AUTOSERVICIOS.,PANALES DESECHABLES,CONTROLLED LABEL,Vtas (MULTI),"264,058,653","217,058,753"
T. CAM AUTOSERVICIOS.,PANALES DESECHABLES,HUGGIES,Vtas (MULTI),"313,845,590","332,946,982"
T. CAM AUTOSERVICIOS.,PANALES DESECHABLES,O.MARCAS,Vtas (MULTI),"33,544,106","40,763,643"
T. CAM AUTOSERVICIOS.,PANALES DESECHABLES,PAMPERS,Vtas (MULTI),"139,206,537","137,593,354"
T. CAM AUTOSERVICIOS.,PANALES DESECHABLES,PANALES DESECHABLES,Vtas Unds,"25,946,722","26,078,772"
T. CAM AUTOSERVICIOS.,PANALES DESECHABLES,BABYSEC,Vtas Unds,"1,833,034","1,783,364"
T. CAM AUTOSERVICIOS.,PANALES DESECHABLES,CONTROLLED LABEL,Vtas Unds,"6,489,318","5,698,481"
T. CAM AUTOSERVICIOS.,PANALES DESECHABLES,HUGGIES,Vtas Unds,"10,946,056","10,810,832"
T. CAM AUTOSERVICIOS.,PANALES DESECHABLES,O.MARCAS,Vtas Unds,"1,274,824","1,479,748"
T. CAM AUTOSERVICIOS.,PANALES DESECHABLES,PAMPERS,Vtas Unds,"2,320,378","2,242,594"
T. CAM AUTOSERVICIOS.,PANALES DESECHABLES,PANALES DESECHABLES,Part. de Vtas Valor - CATEGORIA,100.0%,100.0%
T. CAM AUTOSERVICIOS.,PANALES DESECHABLES,BABYSEC,Part. de Vtas Valor - CATEGORIA,4.2%,3.9%
T. CAM AUTOSERVICIOS.,PANALES DESECHABLES,CONTROLLED LABEL,Part. de Vtas Valor - CATEGORIA,18.3%,15.5%
T. CAM AUTOSERVICIOS.,PANALES DESECHABLES,HUGGIES,Part. de Vtas Valor - CATEGORIA,41.7%,41.1%
T. CAM AUTOSERVICIOS.,PANALES DESECHABLES,O.MARCAS,Part. de Vtas Valor - CATEGORIA,2.9%,3.5%
T. CAM AUTOSERVICIOS.,PANALES DESECHABLES,PAMPERS,Part. de Vtas Valor - CATEGORIA,23.5%,24.7%
T. CAM AUTOSERVICIOS.,PANALES DESECHABLES,PANALES DESECHABLES,Part. de Vtas (MULTI) - CATEGORIA,100.0%,100.0%
T. CAM AUTOSERVICIOS.,PANALES DESECHABLES,BABYSEC,Part. de Vtas (MULTI) - CATEGORIA,4.6%,4.3%
T. CAM AUTOSERVICIOS.,PANALES DESECHABLES,CONTROLLED LABEL,Part. de Vtas (MULTI) - CATEGORIA,29.5%,23.8%
T. CAM AUTOSERVICIOS.,PANALES DESECHABLES,HUGGIES,Part. de Vtas (MULTI) - CATEGORIA,35.0%,36.5%
T. CAM AUTOSERVICIOS.,PANALES DESECHABLES,O.MARCAS,Part. de Vtas (MULTI) - CATEGORIA,3.7%,4.5%
T. CAM AUTOSERVICIOS.,PANALES DESECHABLES,PAMPERS,Part. de Vtas (MULTI) - CATEGORIA,15.5%,15.1%
T. CAM AUTOSERVICIOS.,PANALES DESECHABLES,PANALES DESECHABLES,Part. de Vtas Unds - CATEGORIA,100.0%,100.0%
T. CAM AUTOSERVICIOS.,PANALES DESECHABLES,BABYSEC,Part. de Vtas Unds - CATEGORIA,7.1%,6.8%
T. CAM AUTOSERVICIOS.,PANALES DESECHABLES,CONTROLLED LABEL,Part. de Vtas Unds - CATEGORIA,25.0%,21.9%
T. CAM AUTOSERVICIOS.,PANALES DESECHABLES,HUGGIES,Part. de Vtas Unds - CATEGORIA,42.2%,41.5%
T. CAM AUTOSERVICIOS.,PANALES DESECHABLES,O.MARCAS,Part. de Vtas Unds - CATEGORIA,4.9%,5.7%
T. CAM AUTOSERVICIOS.,PANALES DESECHABLES,PAMPERS,Part. de Vtas Unds - CATEGORIA,8.9%,8.6%
T. CAM TRADIC.,PANALES DESECHABLES,PANALES DESECHABLES,Vtas Valor,"$57,803,592","$64,591,718"
T. CAM TRADIC.,PANALES DESECHABLES,BABYSEC,Vtas Valor,"$8,778,466","$9,979,372"
T. CAM TRADIC.,PANALES DESECHABLES,CONTROLLED LABEL,Vtas Valor,"$1,520,329","$2,172,852"
T. CAM TRADIC.,PANALES DESECHABLES,HUGGIES,Vtas Valor,"$24,457,717","$23,618,534"
T. CAM TRADIC.,PANALES DESECHABLES,JUEGUITOS,Vtas Valor,"$10,647,387","$12,232,185"
T. CAM TRADIC.,PANALES DESECHABLES,POM POM,Vtas Valor,"$3,903,423","$4,471,573"
T. CAM TRADIC.,PANALES DESECHABLES,PANALES DESECHABLES,Vtas (MULTI),"283,037,645","307,800,992"
T. CAM TRADIC.,PANALES DESECHABLES,BABYSEC,Vtas (MULTI),"43,740,682","46,123,007"
